id,text,prediction,probability,keywords,pubmed_id,pubmed_url,doi,pub_date,entrez_year,abstract,title,authors
41947855,"Inflammatory biomarker outcomes associated with MDMA-assisted therapy: an open-label exploratory study.^
BACKGROUND: Posttraumatic stress disorder (PTSD) is associated with elevated inflammation and risk for chronic illness, yet few studies have examined inflammatory biomarker outcomes of PTSD interventions. Rapid PTSD symptom reduction has been observed following 3,4-methylenedioxymethamphetamine (MDMA)-assisted therapy, which leverages MDMA as a prosocial adjunct to psychotherapy. No studies have evaluated inflammatory biomarker outcomes of MDMA-assisted therapy. This exploratory pilot study examined within-person changes in inflammatory biomarkers during MDMA-assisted group therapy for Veterans with PTSD (www.clinicaltrials.gov, NCT05961527). METHODS: Blood plasma samples were collected from 23 Veterans at baseline and end-of-intervention. Hedges' g effect sizes were calculated for interleukin-6 (IL-6), tumor necrosis factor alpha (TNF-α), and C-reactive protein (CRP). PTSD severity was assessed with the Clinician-Administered PTSD Scale for DSM-5 (CAPS-5) at baseline and 30-day follow-up. Spearman's rho correlations were calculated among biomarkers, PTSD symptoms, and change scores. RESULTS: Small increases were observed in IL-6 (g = 0.24; 95% CI -0.25, 0.72) and CRP (g = 0.23; 95% CI -0.30, 0.74), and a small decrease in TNF-α (g = -0.24; 95% CI -0.69, 0.23). Baseline IL-6 and TNF-α were positively associated with baseline CAPS-5 scores (ρ = 0.45, 0.32). Higher baseline IL-6 weakly predicted symptom improvement (ρ = -0.25), and IL-6 change correlated with symptom change (ρ = 0.41). CRP showed weak negative associations with PTSD symptoms (ρ = -0.26). CONCLUSION: Findings suggest MDMA-assisted therapy may modulate inflammatory biomarkers and highlight biomarker-symptom relationships. Results are preliminary but may inform larger studies.",1,"[0.00404153298586607, 0.9959585070610046]","['CRP', 'IL-6', 'MDMA', 'TNF-α', 'inflammation', 'inflammatory markers', 'posttraumatic stress disorder', 'veterans']",41947855,https://pubmed.ncbi.nlm.nih.gov/41947855/,10.3389/fnins.2026.1716817,2026-01-01,2026,"BACKGROUND: Posttraumatic stress disorder (PTSD) is associated with elevated inflammation and risk for chronic illness, yet few studies have examined inflammatory biomarker outcomes of PTSD interventions. Rapid PTSD symptom reduction has been observed following 3,4-methylenedioxymethamphetamine (MDMA)-assisted therapy, which leverages MDMA as a prosocial adjunct to psychotherapy. No studies have evaluated inflammatory biomarker outcomes of MDMA-assisted therapy. This exploratory pilot study examined within-person changes in inflammatory biomarkers during MDMA-assisted group therapy for Veterans with PTSD (www.clinicaltrials.gov, NCT05961527). METHODS: Blood plasma samples were collected from 23 Veterans at baseline and end-of-intervention. Hedges' g effect sizes were calculated for interleukin-6 (IL-6), tumor necrosis factor alpha (TNF-α), and C-reactive protein (CRP). PTSD severity was assessed with the Clinician-Administered PTSD Scale for DSM-5 (CAPS-5) at baseline and 30-day follow-up. Spearman's rho correlations were calculated among biomarkers, PTSD symptoms, and change scores. RESULTS: Small increases were observed in IL-6 (g = 0.24; 95% CI -0.25, 0.72) and CRP (g = 0.23; 95% CI -0.30, 0.74), and a small decrease in TNF-α (g = -0.24; 95% CI -0.69, 0.23). Baseline IL-6 and TNF-α were positively associated with baseline CAPS-5 scores (ρ = 0.45, 0.32). Higher baseline IL-6 weakly predicted symptom improvement (ρ = -0.25), and IL-6 change correlated with symptom change (ρ = 0.41). CRP showed weak negative associations with PTSD symptoms (ρ = -0.26). CONCLUSION: Findings suggest MDMA-assisted therapy may modulate inflammatory biomarkers and highlight biomarker-symptom relationships. Results are preliminary but may inform larger studies.",Inflammatory biomarker outcomes associated with MDMA-assisted therapy: an open-label exploratory study.,"JE. Kachmarik, JM. Loftis, CS. Stauffer"
41944071,"Psychedelic-assisted pharmacotherapy: clinical applications and regulatory considerations.^
INTRODUCTION: After decades of regulatory marginalization, psychedelic compounds have reemerged as promising therapeutic tools in psychiatry, driven by unmet clinical needs in treatment-resistant mental disorders and by growing evidence of rapid and sustained effects on mood, cognition, and behavior. AREAS COVERED: This narrative review critically examined the current clinical and regulatory landscape of psychedelic-assisted therapies in psychiatry. We synthesize evidence from phase II-III clinical trials, regulatory agency documents, and international drug policy frameworks, focusing on ketamine/esketamine, MDMA, psilocybin, LSD, DMT/5-MeO-DMT, and ibogaine across major depressive disorder, treatment-resistant depression, PTSD, anxiety disorders, and substance use disorders. Particular attention will be given to regulatory pathways, scheduling constraints, access mechanisms, and compound-specific approval trajectories in the United States, European Union, and selected international jurisdictions. EXPERT OPINION: Psychedelic-assisted therapies are unlikely to follow a conventional prescription model and instead require specialist-delivered, psychotherapy-integrated care under appropriate regulatory and ethical safeguards. While late-stage trials support their potential in high-need populations, unresolved challenges, including long-term safety, scalability, workforce training, equity of access, and medico-legal accountability, must be addressed before broader clinical implementation.",0,"[0.9917628765106201, 0.008237090893089771]","['MDMA', 'PTSD', 'Psychedelics', 'ketamine', 'psilocybin', 'psychedelic-assisted psychotherapy', 'regulatory frameworks', 'treatment-resistant depression']",41944071,https://pubmed.ncbi.nlm.nih.gov/41944071/,10.1080/14656566.2026.2654682,2026-04-07,2026,"INTRODUCTION: After decades of regulatory marginalization, psychedelic compounds have reemerged as promising therapeutic tools in psychiatry, driven by unmet clinical needs in treatment-resistant mental disorders and by growing evidence of rapid and sustained effects on mood, cognition, and behavior. AREAS COVERED: This narrative review critically examined the current clinical and regulatory landscape of psychedelic-assisted therapies in psychiatry. We synthesize evidence from phase II-III clinical trials, regulatory agency documents, and international drug policy frameworks, focusing on ketamine/esketamine, MDMA, psilocybin, LSD, DMT/5-MeO-DMT, and ibogaine across major depressive disorder, treatment-resistant depression, PTSD, anxiety disorders, and substance use disorders. Particular attention will be given to regulatory pathways, scheduling constraints, access mechanisms, and compound-specific approval trajectories in the United States, European Union, and selected international jurisdictions. EXPERT OPINION: Psychedelic-assisted therapies are unlikely to follow a conventional prescription model and instead require specialist-delivered, psychotherapy-integrated care under appropriate regulatory and ethical safeguards. While late-stage trials support their potential in high-need populations, unresolved challenges, including long-term safety, scalability, workforce training, equity of access, and medico-legal accountability, must be addressed before broader clinical implementation.",Psychedelic-assisted pharmacotherapy: clinical applications and regulatory considerations.,"D. Marazziti, M. Gambini, R. Gurrieri, G. Russomanno, G. Sità, E. Pescini, FR. Digiuseppe, F. Mucci"
41943478,"The impact of antidepressant use on MDMA fatalities: A matched case-control study using a post-mortem database.^
BACKGROUND: 3,4-methylenedioxymethamphetamine (MDMA) is being investigated as a new therapy for post-traumatic stress disorder (PTSD). With antidepressants as the first-line pharmacotherapy for PTSD, it is important to understand any drug-drug interactions between antidepressants and MDMA. This study aimed to investigate the association between antidepressant use and MDMA fatality using a drug-death database. METHODS: A retrospective case-control study was performed using a dataset from the National Programme on Substance Use Mortality. Deaths reported between 1997 and May 2023 were extracted. Cases were defined as deaths with MDMA detected and were age- and sex-matched to controls, defined as deaths with no MDMA detected. Cases were analysed by post-mortem (PM) detection of antidepressants and prescription of antidepressants. Conditional logistic regression was performed, adjusted for confounders (polysubstance use and intentionality of death). RESULTS: A total of 1328 cases and 5312 matched controls for the PM analysis and 840 cases and 3360 matched controls for the prescribed analysis were included. In the PM analysis, after adjusting for potential confounders, antidepressant use was less likely in MDMA fatalities compared to other drug-related deaths (adjusted OR [aOR] 0.595 [95% Confidence interval (CI) 0.491-0.722]). In the prescribed analysis, there was no significant association between the prescription of antidepressants and MDMA fatalities (aOR 0.838 [95% CI 0.688-1.021]). CONCLUSIONS: An inverse association was found between antidepressant use and MDMA fatality in this retrospective case-control study using a drug-death database.",1,"[0.006542989518493414, 0.993457019329071]","['MDMA', 'antidepressant', 'case-control', 'fatality']",41943478,https://pubmed.ncbi.nlm.nih.gov/41943478/,10.1177/02698811261436573,2026-04-06,2026,"BACKGROUND: 3,4-methylenedioxymethamphetamine (MDMA) is being investigated as a new therapy for post-traumatic stress disorder (PTSD). With antidepressants as the first-line pharmacotherapy for PTSD, it is important to understand any drug-drug interactions between antidepressants and MDMA. This study aimed to investigate the association between antidepressant use and MDMA fatality using a drug-death database. METHODS: A retrospective case-control study was performed using a dataset from the National Programme on Substance Use Mortality. Deaths reported between 1997 and May 2023 were extracted. Cases were defined as deaths with MDMA detected and were age- and sex-matched to controls, defined as deaths with no MDMA detected. Cases were analysed by post-mortem (PM) detection of antidepressants and prescription of antidepressants. Conditional logistic regression was performed, adjusted for confounders (polysubstance use and intentionality of death). RESULTS: A total of 1328 cases and 5312 matched controls for the PM analysis and 840 cases and 3360 matched controls for the prescribed analysis were included. In the PM analysis, after adjusting for potential confounders, antidepressant use was less likely in MDMA fatalities compared to other drug-related deaths (adjusted OR [aOR] 0.595 [95% Confidence interval (CI) 0.491-0.722]). In the prescribed analysis, there was no significant association between the prescription of antidepressants and MDMA fatalities (aOR 0.838 [95% CI 0.688-1.021]). CONCLUSIONS: An inverse association was found between antidepressant use and MDMA fatality in this retrospective case-control study using a drug-death database.",The impact of antidepressant use on MDMA fatalities: A matched case-control study using a post-mortem database.,"KL. Rock, P. Rees, D. Morgan, CS. Copeland"
41940853,"Psychedelic Therapies for Comorbid Major Depressive Disorder and Chronic Pain: A Review of Putative Mechanisms of Action.^
Major Depressive Disorder (MDD) and chronic pain are independently debilitating conditions that frequently co-occur. This comorbidity poses a significant clinical challenge, resulting in greater symptom severity, higher disability, and worse prognosis than either condition alone. Current therapies often address each disorder in isolation, leaving individuals with comorbid MDD and chronic pain underserved. Serotonergic psychedelics such as psilocybin, N,N-dimethyltryptamine (DMT), and Lysergic Acid Diethylamide (LSD) have reemerged as promising therapeutic targets for a range of neuropsychiatric disorders. When combined with psychological support, psychedelics show rapid and sustained antidepressant potential, and preliminary evidence supports analgesic effects. Despite substantial overlap in the biological and psychological processes underlying MDD and chronic pain, research on psychedelics for this comorbidity remains largely unexplored. This narrative review examines putative mechanisms through which psychedelics target symptoms of both MDD and chronic pain. Mechanisms considered include serotonergic modulation via the 5-HT2A receptor, anti-inflammatory effects, neuroplastic changes, altered brain network dynamics, psychological effects, and the influence of set and setting. While most existing evidence comes from populations with either depression or pain alone, the breadth of proposed mechanisms supports psychedelics as a unified therapeutic approach for comorbid MDD and chronic pain. This review provides a compelling rationale for future clinical trials to evaluate psychedelic-assisted therapies for complex neuropsychiatric and medical conditions.",0,"[0.9943994879722595, 0.005600540433079004]","['LSD', 'MDD', 'chronic pain', 'depression', 'mood', 'psilocybin', 'psychedelics']",41940853,https://pubmed.ncbi.nlm.nih.gov/41940853/,10.1002/prp2.70238,2026-04-01,2026,"Major Depressive Disorder (MDD) and chronic pain are independently debilitating conditions that frequently co-occur. This comorbidity poses a significant clinical challenge, resulting in greater symptom severity, higher disability, and worse prognosis than either condition alone. Current therapies often address each disorder in isolation, leaving individuals with comorbid MDD and chronic pain underserved. Serotonergic psychedelics such as psilocybin, N,N-dimethyltryptamine (DMT), and Lysergic Acid Diethylamide (LSD) have reemerged as promising therapeutic targets for a range of neuropsychiatric disorders. When combined with psychological support, psychedelics show rapid and sustained antidepressant potential, and preliminary evidence supports analgesic effects. Despite substantial overlap in the biological and psychological processes underlying MDD and chronic pain, research on psychedelics for this comorbidity remains largely unexplored. This narrative review examines putative mechanisms through which psychedelics target symptoms of both MDD and chronic pain. Mechanisms considered include serotonergic modulation via the 5-HT2A receptor, anti-inflammatory effects, neuroplastic changes, altered brain network dynamics, psychological effects, and the influence of set and setting. While most existing evidence comes from populations with either depression or pain alone, the breadth of proposed mechanisms supports psychedelics as a unified therapeutic approach for comorbid MDD and chronic pain. This review provides a compelling rationale for future clinical trials to evaluate psychedelic-assisted therapies for complex neuropsychiatric and medical conditions.",Psychedelic Therapies for Comorbid Major Depressive Disorder and Chronic Pain: A Review of Putative Mechanisms of Action.,"J. Kazdan, KS. Ladha, MI. Husain"
41935374,"Ketamine or Esketamine in Special Populations of Patients With Treatment-Resistant Depression.^
Conventional antidepressant drugs are effective in only approximately 50% of patients with treatment-resistant depression (TRD). Ketamine, a non-competitive N-methyl-D-aspartate receptor antagonist, offers a promising alternative with an exceptionally rapid antidepressant effect. Although its efficacy in the general TRD population is well established, its use in specific patient subpopulations warrants further investigation. We conducted a comprehensive, non-systematic review of preclinical and clinical evidence regarding ketamine and esketamine in patients with TRD and various comorbidities. We also discuss the pharmacodynamics, pharmacokinetics, and neurobiological mechanisms underlying ketamine's antidepressant effects. Both ketamine and esketamine demonstrated efficacy in multiple TRD subpopulations, including geriatric, psychiatric, neurologic, oncologic, pediatric, and obstetric patients. Key challenges include management of psychotomimetic effects, potential for substance abuse, and cardiovascular adverse effects. Preliminary data concerning arketamine (R-ketamine) suggest potential advantages, such as longer-lasting antidepressant effects with fewer psychomotor adverse effects and lower abuse potential, opening avenues for future research. In conclusion, esketamine and ketamine show promise as effective and relatively safe treatments for selected sensitive subgroups of patients with TRD, provided that appropriate monitoring is implemented. Although preliminary results in patients with multiple comorbidities are encouraging, these findings are often derived from very small samples, underscoring the urgent need for larger, well-designed clinical trials to establish definitive efficacy and safety profiles across diverse populations. Further arketamine-focused research remains essential to fully define its therapeutic potential.",0,"[0.9930914640426636, 0.006908471696078777]",[],41935374,https://pubmed.ncbi.nlm.nih.gov/41935374/,10.12659/MSM.950601,2026-04-05,2026,"Conventional antidepressant drugs are effective in only approximately 50% of patients with treatment-resistant depression (TRD). Ketamine, a non-competitive N-methyl-D-aspartate receptor antagonist, offers a promising alternative with an exceptionally rapid antidepressant effect. Although its efficacy in the general TRD population is well established, its use in specific patient subpopulations warrants further investigation. We conducted a comprehensive, non-systematic review of preclinical and clinical evidence regarding ketamine and esketamine in patients with TRD and various comorbidities. We also discuss the pharmacodynamics, pharmacokinetics, and neurobiological mechanisms underlying ketamine's antidepressant effects. Both ketamine and esketamine demonstrated efficacy in multiple TRD subpopulations, including geriatric, psychiatric, neurologic, oncologic, pediatric, and obstetric patients. Key challenges include management of psychotomimetic effects, potential for substance abuse, and cardiovascular adverse effects. Preliminary data concerning arketamine (R-ketamine) suggest potential advantages, such as longer-lasting antidepressant effects with fewer psychomotor adverse effects and lower abuse potential, opening avenues for future research. In conclusion, esketamine and ketamine show promise as effective and relatively safe treatments for selected sensitive subgroups of patients with TRD, provided that appropriate monitoring is implemented. Although preliminary results in patients with multiple comorbidities are encouraging, these findings are often derived from very small samples, underscoring the urgent need for larger, well-designed clinical trials to establish definitive efficacy and safety profiles across diverse populations. Further arketamine-focused research remains essential to fully define its therapeutic potential.",Ketamine or Esketamine in Special Populations of Patients With Treatment-Resistant Depression.,"Ł. Grabarczyk, SR. Wolfermann, H. Oniszczuk, P. Radkowski"
41930230,"Psychedelic exposure in pregnancy: a scoping review to inform perinatal drug safety and clinical counseling.^
Psychedelic and psychedelic-adjacent substances, including 3,4-methylenedioxymethamphetamine (MDMA) and classic serotonergic hallucinogens, are undergoing renewed therapeutic investigation and remain in non-medical use. Inadvertent exposure during early, unrecognized pregnancy is clinically plausible, yet pregnancy-specific safety evidence is limited. To map and synthesize the extent, characteristics, and limitations of primary human evidence on prenatal exposure to MDMA, psilocybin, and classic hallucinogens (lysergic acid diethylamide (LSD), mescaline/peyote, and N,N-dimethyltryptamine (DMT)/ayahuasca), and to identify clinically relevant evidence gaps for perinatal counseling and pharmacovigilance. Peer-reviewed primary human studies (cohort, case-control, cross-sectional, case series, case reports, and brief reports) describing prenatal exposure with reported maternal, obstetric, neonatal, congenital anomaly, or child neurodevelopmental outcomes were included. Animal and preconception-only studies were excluded. MEDLINE, Embase, PsycINFO, CINAHL, and the Cochrane Library were searched from inception to March 2025. Supplementary methods included Google Scholar screening and citation tracking. Data were charted in duplicate using a standardized form and synthesized descriptively by substance and outcome domain. Consistent with scoping methodology, no formal risk-of-bias assessment or meta-analysis was undertaken. Twenty-three primary human sources (1968-2020) met inclusion criteria: MDMA (n = 11), LSD (n = 11), and mescaline/peyote (n = 1). No eligible primary human pregnancy outcome studies were identified for psilocybin or DMT/ayahuasca. The evidence base was heterogeneous and predominantly comprised small cohorts, teratology service follow-up reports, and case-based publications, frequently limited by self-reported exposure, polysubstance confounding, and inconsistent outcome definitions. Human evidence on prenatal psychedelic exposure remains sparse and methodologically constrained. Absence of data for several substances should not be interpreted as evidence of safety. Clinicians should counsel with explicit acknowledgment of uncertainty while supporting harm reduction and appropriate follow-up. Structured perinatal pharmacovigilance and ethically designed evidence-generation strategies are needed as therapeutic psychedelic research expands. What we know about psychedelic drug exposure during pregnancy Some people may be exposed to psychedelic drugs such as MDMA (“ecstasy”), LSD, or psilocybin during pregnancy, often before they realize they are pregnant. As interest in psychedelic therapies grows, clinicians are increasingly asked about possible risks to pregnancy and child development. In this review, we examined all available human studies that reported pregnancy or child outcomes following exposure to psychedelic or psychedelic-related substances. We found that the human evidence base is very limited and mostly consists of small observational studies, case reports, and follow-up data from teratology information services. Most available studies focus on MDMA or LSD, while there is little to no direct human pregnancy outcome data for substances such as psilocybin or ayahuasca. Because the available evidence is sparse and highly variable, it is not possible to reliably estimate the risks of miscarriage, birth defects, or long-term child development following psychedelic exposure during pregnancy. This review highlights important gaps in current knowledge and explains why careful, individualized clinical counselling is needed when such exposures occur. The findings are relevant for clinicians, patients, and researchers involved in drug safety and pregnancy care.",1,"[0.017142178490757942, 0.9828578233718872]","['3,4-methylenedioxymethamphetamine', 'congenital anomalies', 'hallucinogens', 'lysergic acid diethylamide', 'pregnancy', 'prenatal exposure']",41930230,https://pubmed.ncbi.nlm.nih.gov/41930230/,10.1177/20420986261436104,2026-01-01,2026,"Psychedelic and psychedelic-adjacent substances, including 3,4-methylenedioxymethamphetamine (MDMA) and classic serotonergic hallucinogens, are undergoing renewed therapeutic investigation and remain in non-medical use. Inadvertent exposure during early, unrecognized pregnancy is clinically plausible, yet pregnancy-specific safety evidence is limited. To map and synthesize the extent, characteristics, and limitations of primary human evidence on prenatal exposure to MDMA, psilocybin, and classic hallucinogens (lysergic acid diethylamide (LSD), mescaline/peyote, and N,N-dimethyltryptamine (DMT)/ayahuasca), and to identify clinically relevant evidence gaps for perinatal counseling and pharmacovigilance. Peer-reviewed primary human studies (cohort, case-control, cross-sectional, case series, case reports, and brief reports) describing prenatal exposure with reported maternal, obstetric, neonatal, congenital anomaly, or child neurodevelopmental outcomes were included. Animal and preconception-only studies were excluded. MEDLINE, Embase, PsycINFO, CINAHL, and the Cochrane Library were searched from inception to March 2025. Supplementary methods included Google Scholar screening and citation tracking. Data were charted in duplicate using a standardized form and synthesized descriptively by substance and outcome domain. Consistent with scoping methodology, no formal risk-of-bias assessment or meta-analysis was undertaken. Twenty-three primary human sources (1968-2020) met inclusion criteria: MDMA (n = 11), LSD (n = 11), and mescaline/peyote (n = 1). No eligible primary human pregnancy outcome studies were identified for psilocybin or DMT/ayahuasca. The evidence base was heterogeneous and predominantly comprised small cohorts, teratology service follow-up reports, and case-based publications, frequently limited by self-reported exposure, polysubstance confounding, and inconsistent outcome definitions. Human evidence on prenatal psychedelic exposure remains sparse and methodologically constrained. Absence of data for several substances should not be interpreted as evidence of safety. Clinicians should counsel with explicit acknowledgment of uncertainty while supporting harm reduction and appropriate follow-up. Structured perinatal pharmacovigilance and ethically designed evidence-generation strategies are needed as therapeutic psychedelic research expands. What we know about psychedelic drug exposure during pregnancy Some people may be exposed to psychedelic drugs such as MDMA (“ecstasy”), LSD, or psilocybin during pregnancy, often before they realize they are pregnant. As interest in psychedelic therapies grows, clinicians are increasingly asked about possible risks to pregnancy and child development. In this review, we examined all available human studies that reported pregnancy or child outcomes following exposure to psychedelic or psychedelic-related substances. We found that the human evidence base is very limited and mostly consists of small observational studies, case reports, and follow-up data from teratology information services. Most available studies focus on MDMA or LSD, while there is little to no direct human pregnancy outcome data for substances such as psilocybin or ayahuasca. Because the available evidence is sparse and highly variable, it is not possible to reliably estimate the risks of miscarriage, birth defects, or long-term child development following psychedelic exposure during pregnancy. This review highlights important gaps in current knowledge and explains why careful, individualized clinical counselling is needed when such exposures occur. The findings are relevant for clinicians, patients, and researchers involved in drug safety and pregnancy care.",Psychedelic exposure in pregnancy: a scoping review to inform perinatal drug safety and clinical counseling.,"OM. Albert, A. Arthur"
41923438,"Esketamine Nasal Spray: Mechanism of Action, Clinical, and Translational Science.^
Major depressive disorder (MDD) imposes a substantial burden worldwide, with treatment-resistant depression (TRD) and major depressive disorder with acute suicidal ideation or behavior (MDSI) representing two of the most severe clinical challenges. Conventional antidepressants often require several weeks to exert benefit, leaving patients symptomatic and at risk during this delay. Esketamine nasal spray was the first glutamate-modulating antidepressant to enter clinical practice and was recently approved as the first and only monotherapy for adults with TRD. Administered at 56 mg or 84 mg, esketamine offers a rapid onset of action. Intranasal delivery yields approximately 50% bioavailability and peak concentrations within 20-40 min, correlating with early clinical effects. N-methyl-D-aspartate (NMDA) receptor antagonism on inhibitory interneurons disinhibits glutamate release and modulates downstream synaptic plasticity pathways, providing a mechanistic basis for the rapid antidepressant effects of esketamine. This review summarizes the regulatory approval, mechanism of action, and pharmacokinetic/pharmacodynamic characteristics, together with key clinical trial efficacy and safety data for esketamine nasal spray in TRD and MDSI.",0,"[0.9932158589363098, 0.006784126628190279]","['Esketamine nasal spray', 'major depressive disorder with acute suicidal ideation or behavior', 'treatment‐resistant depression']",41923438,https://pubmed.ncbi.nlm.nih.gov/41923438/,10.1111/cts.70527,2026-04-01,2026,"Major depressive disorder (MDD) imposes a substantial burden worldwide, with treatment-resistant depression (TRD) and major depressive disorder with acute suicidal ideation or behavior (MDSI) representing two of the most severe clinical challenges. Conventional antidepressants often require several weeks to exert benefit, leaving patients symptomatic and at risk during this delay. Esketamine nasal spray was the first glutamate-modulating antidepressant to enter clinical practice and was recently approved as the first and only monotherapy for adults with TRD. Administered at 56 mg or 84 mg, esketamine offers a rapid onset of action. Intranasal delivery yields approximately 50% bioavailability and peak concentrations within 20-40 min, correlating with early clinical effects. N-methyl-D-aspartate (NMDA) receptor antagonism on inhibitory interneurons disinhibits glutamate release and modulates downstream synaptic plasticity pathways, providing a mechanistic basis for the rapid antidepressant effects of esketamine. This review summarizes the regulatory approval, mechanism of action, and pharmacokinetic/pharmacodynamic characteristics, together with key clinical trial efficacy and safety data for esketamine nasal spray in TRD and MDSI.","Esketamine Nasal Spray: Mechanism of Action, Clinical, and Translational Science.","MW. van Hoogdalem, DJ. Fu, WC. Drevets, PN. Zannikos"
41922107,"The impact of ketamine on posttraumatic stress disorder (PTSD) symptomatology in trauma-exposed populations: a narrative review.^
Ketamine, an N-methyl-D-aspartate (NMDA) receptor antagonist, is widely used in trauma and emergency medicine for its rapid analgesic and sedative properties. While its efficacy in acute pain management is well established, concerns persist regarding its long-term psychological effects, particularly its potential role in the development of posttraumatic stress disorder (PTSD). Some studies indicate that ketamine may provide rapid symptom relief in PTSD, whereas others raise concerns about its contribution to dissociative states and maladaptive memory consolidation. This narrative review examines existing literature on ketamine's influence on PTSD symptomatology in trauma-exposed populations. A comprehensive assessment of randomized controlled trials and observational studies was undertaken to explore ketamine's effects on dissociation, memory processing, and long-term psychiatric outcomes. Relevant studies were identified from major medical databases, and findings were synthesized to present an integrated overview of ketamine's psychological impact in trauma care settings. Clinical trials suggest that a single intravenous infusion of ketamine (0.5 mg/kg) may significantly reduce PTSD symptoms within 24 hours compared to midazolam, with improvements in overall clinical presentation and no lasting dissociative effects. Conversely, some observational studies have linked ketamine use in acute trauma care to heightened dissociation, hyperarousal, and stress symptoms during early follow-up. Research on burn patients receiving intraoperative ketamine suggests a possible reduction in PTSD incidence, although a later study reported no significant difference compared with non-ketamine controls. The relationship between ketamine and PTSD is complex, with effects appearing to depend on dose and timing of administration. While perioperative ketamine may confer protective benefits against long-term psychiatric sequelae, immediate post-trauma administration may worsen dissociative symptoms and acute stress responses. Further well-controlled clinical trials are needed to refine dosing protocols and identify patient-specific risk factors, including preexisting psychiatric conditions, to better guide its use.",0,"[0.9862797260284424, 0.013720319606363773]","['Critical care', 'Ketamine', 'Neurobiology', 'Post-traumatic stress disorders', 'Trauma']",41922107,https://pubmed.ncbi.nlm.nih.gov/41922107/,10.20408/jti.2025.0086,2026-04-02,2026,"Ketamine, an N-methyl-D-aspartate (NMDA) receptor antagonist, is widely used in trauma and emergency medicine for its rapid analgesic and sedative properties. While its efficacy in acute pain management is well established, concerns persist regarding its long-term psychological effects, particularly its potential role in the development of posttraumatic stress disorder (PTSD). Some studies indicate that ketamine may provide rapid symptom relief in PTSD, whereas others raise concerns about its contribution to dissociative states and maladaptive memory consolidation. This narrative review examines existing literature on ketamine's influence on PTSD symptomatology in trauma-exposed populations. A comprehensive assessment of randomized controlled trials and observational studies was undertaken to explore ketamine's effects on dissociation, memory processing, and long-term psychiatric outcomes. Relevant studies were identified from major medical databases, and findings were synthesized to present an integrated overview of ketamine's psychological impact in trauma care settings. Clinical trials suggest that a single intravenous infusion of ketamine (0.5 mg/kg) may significantly reduce PTSD symptoms within 24 hours compared to midazolam, with improvements in overall clinical presentation and no lasting dissociative effects. Conversely, some observational studies have linked ketamine use in acute trauma care to heightened dissociation, hyperarousal, and stress symptoms during early follow-up. Research on burn patients receiving intraoperative ketamine suggests a possible reduction in PTSD incidence, although a later study reported no significant difference compared with non-ketamine controls. The relationship between ketamine and PTSD is complex, with effects appearing to depend on dose and timing of administration. While perioperative ketamine may confer protective benefits against long-term psychiatric sequelae, immediate post-trauma administration may worsen dissociative symptoms and acute stress responses. Further well-controlled clinical trials are needed to refine dosing protocols and identify patient-specific risk factors, including preexisting psychiatric conditions, to better guide its use.",The impact of ketamine on posttraumatic stress disorder (PTSD) symptomatology in trauma-exposed populations: a narrative review.,"MA. Malik, M. Halasa, J. Chia, V. Derguti, H. Hathway, F. Hussain, A. Saad"
