keywords,pubmed_id,pubmed_url,doi,pub_date,entrez_year,abstract,title,authors,text
"['Alanine aminotransferase', 'Aspartate aminotransferase', 'Bipolar disorder', 'Esketamine', 'Ketamine', 'Liver', 'Major depressive disorder']",42013657,https://pubmed.ncbi.nlm.nih.gov/42013657/,10.1016/j.genhosppsych.2026.04.005,2026-04-17,2026,"Ketamine is a dissociative anesthetic with potential for treating mood, anxiety, and related disorders; however, concerns have emerged regarding hepatotoxicity in the context of chronic treatment. Systematic searches of PubMed, Scopus, and Ovid databases were conducted from inception to August 2025. Eligible studies included randomized controlled trials (RCTs), observational studies, and case reports/series reporting liver function outcomes following therapeutic ketamine administration for mood, anxiety, or related psychiatric disorders. Of 635 screened records, 13 met inclusion criteria: five RCTs, three observational studies, and five case reports/series, encompassing 1017 patients receiving ketamine primarily for major depressive disorder (MDD) and bipolar disorder (BD). Across RCTs (n = 879), 75 hepatic adverse events were reported, predominantly mild and transient aminotransferase elevations, with rare cases of liver impairment, but no cases meeting Hy's Law criteria. Observational studies identified three instances of liver impairment, RCTs identified one case as indicated by elevated bilirubin, and case reports described more severe presentations, including bile duct dilation and gall bladder distention, which improved with dose reduction or discontinuation. Evidence identified here suggests that ketamine at dosing regimens typically used for mood disorders may cause liver enzyme elevations, but impaired liver function and serious hepatotoxicity appears rare. However, considering the instances of impaired liver function identified herein and real-world data associating severe drug-induced liver injury (DILI) with higher exposures, routine liver monitoring remains justified throughout ketamine treatment.",Evaluating the potential risk of ketamine-induced hepatotoxicity in the treatment of mood and anxiety disorders: A systematic review.,"GFM. Lovell, S. Vasudeva, DK. Orsini, S. Di Luch, S. Wong, GH. Le, RS. McIntyre, EY. Liu, JD. Rosenblat","Evaluating the potential risk of ketamine-induced hepatotoxicity in the treatment of mood and anxiety disorders: A systematic review.^
Ketamine is a dissociative anesthetic with potential for treating mood, anxiety, and related disorders; however, concerns have emerged regarding hepatotoxicity in the context of chronic treatment. Systematic searches of PubMed, Scopus, and Ovid databases were conducted from inception to August 2025. Eligible studies included randomized controlled trials (RCTs), observational studies, and case reports/series reporting liver function outcomes following therapeutic ketamine administration for mood, anxiety, or related psychiatric disorders. Of 635 screened records, 13 met inclusion criteria: five RCTs, three observational studies, and five case reports/series, encompassing 1017 patients receiving ketamine primarily for major depressive disorder (MDD) and bipolar disorder (BD). Across RCTs (n = 879), 75 hepatic adverse events were reported, predominantly mild and transient aminotransferase elevations, with rare cases of liver impairment, but no cases meeting Hy's Law criteria. Observational studies identified three instances of liver impairment, RCTs identified one case as indicated by elevated bilirubin, and case reports described more severe presentations, including bile duct dilation and gall bladder distention, which improved with dose reduction or discontinuation. Evidence identified here suggests that ketamine at dosing regimens typically used for mood disorders may cause liver enzyme elevations, but impaired liver function and serious hepatotoxicity appears rare. However, considering the instances of impaired liver function identified herein and real-world data associating severe drug-induced liver injury (DILI) with higher exposures, routine liver monitoring remains justified throughout ketamine treatment."
"['Addiction', 'acute psychiatry', 'clinical trials', 'depressive disorders', 'suicide']",42011089,https://pubmed.ncbi.nlm.nih.gov/42011089/,10.1192/bjo.2026.11012,2026-04-21,2026,"This case report presents the case of a 25-year-old woman who developed ketamine addiction following a single sub-anaesthetic dose of intranasal ketamine in a pilot study investigating intranasal racemic ketamine for acute suicidality. She had a history of depression, obsessive-compulsive disorder, autism spectrum disorder and anorexia nervosa, and she had sporadically used alcohol and cannabis. Following the intervention, she reported a transient reduction in suicidal ideation but later sought illicit ketamine to recreate its calming effects on intrusive thoughts. Subsequently she also started abusing cocaine and 3-methylmethcathinone (3-MMC). Within weeks she had escalated to daily use, which led to financial distress, housing instability and a suicide attempt when access was cut off. Although she initially ceased use, she later relapsed into ketamine and cocaine addiction. This case highlights the addictive risk of ketamine, even in controlled settings. Given ketamine's rising use in psychiatric treatment, careful screening, monitoring and awareness of addiction potential are essential. Future research should evaluate patient-specific risk factors and dosing strategies to minimise abuse liability.",Ketamine addiction following a single sub-anaesthetic ketamine treatment for acute suicidality in a psychiatrically multimorbid patient: case report.,"GHJ. Roelandt, JFM. Strous, J. Kamphuis, RA. Schoevers, RM. Marijnissen","Ketamine addiction following a single sub-anaesthetic ketamine treatment for acute suicidality in a psychiatrically multimorbid patient: case report.^
This case report presents the case of a 25-year-old woman who developed ketamine addiction following a single sub-anaesthetic dose of intranasal ketamine in a pilot study investigating intranasal racemic ketamine for acute suicidality. She had a history of depression, obsessive-compulsive disorder, autism spectrum disorder and anorexia nervosa, and she had sporadically used alcohol and cannabis. Following the intervention, she reported a transient reduction in suicidal ideation but later sought illicit ketamine to recreate its calming effects on intrusive thoughts. Subsequently she also started abusing cocaine and 3-methylmethcathinone (3-MMC). Within weeks she had escalated to daily use, which led to financial distress, housing instability and a suicide attempt when access was cut off. Although she initially ceased use, she later relapsed into ketamine and cocaine addiction. This case highlights the addictive risk of ketamine, even in controlled settings. Given ketamine's rising use in psychiatric treatment, careful screening, monitoring and awareness of addiction potential are essential. Future research should evaluate patient-specific risk factors and dosing strategies to minimise abuse liability."
"['adenotonsillectomy', 'emergence agitation', 'esketamine', 'nalbuphine']",42007395,https://pubmed.ncbi.nlm.nih.gov/42007395/,10.2147/DDDT.S597263,2026-01-01,2026,"PURPOSE: Emergence agitation (EA) is a frequent complication in preschool children following adenotonsillectomy. This study evaluated the efficacy of intravenous nalbuphine versus esketamine for EA prophylaxis in this population. PATIENTS AND METHODS: In this randomized, double-blind trial, 98 children (aged 3-7 years) undergoing adenotonsillectomy were analysed via a modified intention-to-treat approach. Patients received esketamine 0.25 mg/kg (Group E, n=33), nalbuphine 0.1 mg/kg (Group N1, n=33), or nalbuphine 0.2 mg/kg (Group N2, n=32) approximately 10 minutes before surgery completion. The primary outcome was EA incidence (maximum Pediatric Anesthesia Emergence Delirium [PAED] score ≥12 within 30 minutes post-extubation). Secondary outcomes included exploratory longitudinal Face, Legs, Activity, Cry, and Consolability (FLACC) scores, haemodynamics, and adverse events. RESULTS: EA incidence was significantly lower in Group N2 (6.25%) than Group E (39.39%) (Relative Risk [RR] = 0.16; 95% CI: 0.04-0.65; Bonferroni-adjusted P = 0.006). The difference between Group N1 (21.21%) and Group E was not statistically significant (RR = 0.54; 95% CI: 0.25-1.18; P = 0.354). Exploratory repeated-measures analyses showed Group N2 provided superior analgesia and more stable heart rates postoperatively compared to Group E (P = 0.004 for FLACC; P = 0.002 for heart rate). Extubation times and adverse event rates were comparable across groups (P = 0.482 and P > 0.999, respectively). CONCLUSION: Prophylactic nalbuphine (0.2 mg/kg) significantly reduces EA incidence in preschool children undergoing adenotonsillectomy compared with esketamine. Exploratory findings suggest it provides stable analgesia and haemodynamics without delaying recovery. These results may inform paediatric anaesthesia guidelines, warranting further multicentre validation.",The Effects of Different Doses of Nalbuphine and Esketamine on Prevention of Emergence Agitation in Preschool Children Undergoing Tonsillectomy and Adenoidectomy: A Randomized Clinical Trial.,"Z. Zou, H. Guo, T. Xu, T. Ao, R. Ran","The Effects of Different Doses of Nalbuphine and Esketamine on Prevention of Emergence Agitation in Preschool Children Undergoing Tonsillectomy and Adenoidectomy: A Randomized Clinical Trial.^
PURPOSE: Emergence agitation (EA) is a frequent complication in preschool children following adenotonsillectomy. This study evaluated the efficacy of intravenous nalbuphine versus esketamine for EA prophylaxis in this population. PATIENTS AND METHODS: In this randomized, double-blind trial, 98 children (aged 3-7 years) undergoing adenotonsillectomy were analysed via a modified intention-to-treat approach. Patients received esketamine 0.25 mg/kg (Group E, n=33), nalbuphine 0.1 mg/kg (Group N1, n=33), or nalbuphine 0.2 mg/kg (Group N2, n=32) approximately 10 minutes before surgery completion. The primary outcome was EA incidence (maximum Pediatric Anesthesia Emergence Delirium [PAED] score ≥12 within 30 minutes post-extubation). Secondary outcomes included exploratory longitudinal Face, Legs, Activity, Cry, and Consolability (FLACC) scores, haemodynamics, and adverse events. RESULTS: EA incidence was significantly lower in Group N2 (6.25%) than Group E (39.39%) (Relative Risk [RR] = 0.16; 95% CI: 0.04-0.65; Bonferroni-adjusted P = 0.006). The difference between Group N1 (21.21%) and Group E was not statistically significant (RR = 0.54; 95% CI: 0.25-1.18; P = 0.354). Exploratory repeated-measures analyses showed Group N2 provided superior analgesia and more stable heart rates postoperatively compared to Group E (P = 0.004 for FLACC; P = 0.002 for heart rate). Extubation times and adverse event rates were comparable across groups (P = 0.482 and P > 0.999, respectively). CONCLUSION: Prophylactic nalbuphine (0.2 mg/kg) significantly reduces EA incidence in preschool children undergoing adenotonsillectomy compared with esketamine. Exploratory findings suggest it provides stable analgesia and haemodynamics without delaying recovery. These results may inform paediatric anaesthesia guidelines, warranting further multicentre validation."
[],41997697,https://pubmed.ncbi.nlm.nih.gov/41997697/,10.1016/S2215-0366(26)00018-0,2026-05-01,2026,"Placebo effects are among the greatest paradoxes in medical research. Although more data on placebos are available from placebo-controlled trials than on any treatment in medicine, there has been comparatively little deep interrogation of issues related to their measurement, appraisal, and interpretation. Most of the work that has been done, including that in psychiatry, is narrowly focused on strategies for mitigating placebo effects and the challenges they might pose. In this Review, paper 2 of 2 on reconceptualising placebo and nocebo effects, we shift our focus from clinical practice to clinical trials. First, we review established and emerging approaches for navigating placebo effects in randomised controlled trials. Second, we examine three major challenges in contemporary psychiatric research that have recently highlighted the topic of placebo effects: (1) blinding and expectancy in psychedelic trials, (2) large placebo responses in interventional psychiatry trials (ie, device or procedure-based therapeutics), and (3) implications of overlapping neurobiological mechanisms between placebo effects and psychiatric treatments.",Measuring and appraising placebo effects in clinical trials: contemporary challenges and approaches in psychiatry.,"JJ. Taylor, B. Szigeti, ND. Silverberg, M. Ahmadzad-Asl, M. Kare, R. Webler, DK. Orsini, JD. Rosenblat, T. Bschor, C. Baethge, M. Sinyor, TR. Nicholson, TD. Wager, MJ. Burke","Measuring and appraising placebo effects in clinical trials: contemporary challenges and approaches in psychiatry.^
Placebo effects are among the greatest paradoxes in medical research. Although more data on placebos are available from placebo-controlled trials than on any treatment in medicine, there has been comparatively little deep interrogation of issues related to their measurement, appraisal, and interpretation. Most of the work that has been done, including that in psychiatry, is narrowly focused on strategies for mitigating placebo effects and the challenges they might pose. In this Review, paper 2 of 2 on reconceptualising placebo and nocebo effects, we shift our focus from clinical practice to clinical trials. First, we review established and emerging approaches for navigating placebo effects in randomised controlled trials. Second, we examine three major challenges in contemporary psychiatric research that have recently highlighted the topic of placebo effects: (1) blinding and expectancy in psychedelic trials, (2) large placebo responses in interventional psychiatry trials (ie, device or procedure-based therapeutics), and (3) implications of overlapping neurobiological mechanisms between placebo effects and psychiatric treatments."
"['Depression', 'ketamine', 'palliative care', 'psychopharmacology', 'serious illness care']",41997505,https://pubmed.ncbi.nlm.nih.gov/41997505/,10.1016/j.jpainsymman.2026.04.604,2026-04-15,2026,"Patients with serious illness and short prognoses often experience depression and suicidal ideation. Traditional antidepressants are limited by delayed onset, creating a need for rapidly acting therapies. In this Palliative Care Rounds, we examine the evidence for ketamine/esketamine's efficacy as antidepressants, including evidence specific to people with serious illnesses. In psychiatric studies, intravenous ketamine produces rapid (1-24 hours), moderate-to-large antidepressant effects lasting 1-2 weeks, with a number needed to treat of 3 in the first week. Esketamine nasal spray demonstrates similar early efficacy and is United States Food and Drug Administration-approved for treatment-resistant depression and major depression with suicidal ideation. Evidence in serious illness is limited to several peri-operative cancer trials and small open-label studies, which show short-term reductions in depressive symptoms and suicidal ideation but do not address long-term management or maintenance dosing. Safety across serious illness studies is generally favorable, with transient dissociation, hypertension, and somnolence the most common adverse effects; serious adverse events remain rare. Ketamine and esketamine offer the strongest evidence among rapid-acting antidepressants and may be preferred when urgent symptom relief is needed. However, rigorous psychiatric trials in serious illness are lacking. Clinicians should consider prognosis, access to Risk Evaluation and Mitigation Strategies-certified esketamine programs or equivalent regulatory frameworks outside the US, and the need for an appropriate maintenance regimen when integrating ketamine into palliative care depression management.","Ketamine for Depression in Serious Illness: Evidence, Safety, and Practical Approaches.","P. Noufi, JB. Borris, D. Chammas, CL. McDermott, NN. Ufere, JA. Webb, D. Shalev","Ketamine for Depression in Serious Illness: Evidence, Safety, and Practical Approaches.^
Patients with serious illness and short prognoses often experience depression and suicidal ideation. Traditional antidepressants are limited by delayed onset, creating a need for rapidly acting therapies. In this Palliative Care Rounds, we examine the evidence for ketamine/esketamine's efficacy as antidepressants, including evidence specific to people with serious illnesses. In psychiatric studies, intravenous ketamine produces rapid (1-24 hours), moderate-to-large antidepressant effects lasting 1-2 weeks, with a number needed to treat of 3 in the first week. Esketamine nasal spray demonstrates similar early efficacy and is United States Food and Drug Administration-approved for treatment-resistant depression and major depression with suicidal ideation. Evidence in serious illness is limited to several peri-operative cancer trials and small open-label studies, which show short-term reductions in depressive symptoms and suicidal ideation but do not address long-term management or maintenance dosing. Safety across serious illness studies is generally favorable, with transient dissociation, hypertension, and somnolence the most common adverse effects; serious adverse events remain rare. Ketamine and esketamine offer the strongest evidence among rapid-acting antidepressants and may be preferred when urgent symptom relief is needed. However, rigorous psychiatric trials in serious illness are lacking. Clinicians should consider prognosis, access to Risk Evaluation and Mitigation Strategies-certified esketamine programs or equivalent regulatory frameworks outside the US, and the need for an appropriate maintenance regimen when integrating ketamine into palliative care depression management."
"['Blinding', 'chronic pain', 'depression', 'expectancies', 'ketamine', 'masking', 'propofol', 'sedation']",41988848,https://pubmed.ncbi.nlm.nih.gov/41988848/,10.1080/17581869.2026.2658080,2026-04-16,2026,"INTRODUCTION: Ketamine shows promise for treatment-refractory chronic pain and depression, but randomized trials risk unblinding from ketamine's acute dissociative effects. Propofol sedation may mitigate this, though it has not been prospectively tested as a masking strategy outside of surgical contexts. METHODS: This protocol describes a single-center, randomized, double-blind, placebo-controlled, parallel-group superiority trial enrolling 42 adults (including 6 pilot participants) with chronic pain and comorbid depression. Intravenous ketamine (0.5 mg/kg) or placebo (saline) will be administered under propofol sedation spanning the 40-minute infusion and 40 minutes post-infusion. The primary outcome is change in mean daily pain intensity (0-10 Numeric Rating Scale), assuming a detectable difference of 1.5 points. Secondary outcomes include depression severity and blinding measures. FEASIBILITY RESULTS: Six pilot participants completed procedures without serious adverse events. While 5/6 guessed ketamine immediately post-sedation, only 2/6 correctly identified allocation at subsequent assessments. Expectancy and confidence ratings varied widely without favoring either treatment. DISCUSSION: Propofol-enhanced masking may reduce expectancy bias and improve interpretability for ketamine trials. Pilot results suggest propofol sedation can be used safely and effectively as a blinding tool, offering a framework for studying other psychoactive therapeutics. CLINICAL TRIAL REGISTRATION: www.clinicaltrials.gov identifier is NCT06317636. What is this article about? Doctors use ketamine to treat depression and chronic pain. But research studies on ketamine face a problem. Ketamine has strong side effects like feeling detached or seeing things that aren’t there. These effects make it easy for patients to guess whether they got ketamine or not. When patients know what they received, their hopes can make results look better than they really are. We tested a new method to fix this. We used a sedative called propofol to put patients to sleep during treatment. This way, they could not tell if they got ketamine or a placebo.What were the results? In an early study, we tested this method with six people who had chronic pain and depression. Most of them could not correctly guess which treatment they received. Some people showed improvement in pain and depression. But neither group clearly did better than the other. Ketamine caused more side effects, but they were mostly mild. No one had serious problems from the propofol.What do the results of the study mean? These early results show that propofol sedation can make fair and blinded ketamine studies possible. We are now planning a larger study to find out if ketamine truly works better than a placebo for chronic pain and depression. This method could also help test other treatments—like psychedelics—where hiding which treatment patients receive has been a big challenge.",Protocol and pilot results for a double-blind randomized placebo-controlled trial of ketamine under propofol sedation for chronic pain and depression.,"TR. Lii, P. Sikka, B. Deverett, OK. Altirkawi, BD. Heifets","Protocol and pilot results for a double-blind randomized placebo-controlled trial of ketamine under propofol sedation for chronic pain and depression.^
INTRODUCTION: Ketamine shows promise for treatment-refractory chronic pain and depression, but randomized trials risk unblinding from ketamine's acute dissociative effects. Propofol sedation may mitigate this, though it has not been prospectively tested as a masking strategy outside of surgical contexts. METHODS: This protocol describes a single-center, randomized, double-blind, placebo-controlled, parallel-group superiority trial enrolling 42 adults (including 6 pilot participants) with chronic pain and comorbid depression. Intravenous ketamine (0.5 mg/kg) or placebo (saline) will be administered under propofol sedation spanning the 40-minute infusion and 40 minutes post-infusion. The primary outcome is change in mean daily pain intensity (0-10 Numeric Rating Scale), assuming a detectable difference of 1.5 points. Secondary outcomes include depression severity and blinding measures. FEASIBILITY RESULTS: Six pilot participants completed procedures without serious adverse events. While 5/6 guessed ketamine immediately post-sedation, only 2/6 correctly identified allocation at subsequent assessments. Expectancy and confidence ratings varied widely without favoring either treatment. DISCUSSION: Propofol-enhanced masking may reduce expectancy bias and improve interpretability for ketamine trials. Pilot results suggest propofol sedation can be used safely and effectively as a blinding tool, offering a framework for studying other psychoactive therapeutics. CLINICAL TRIAL REGISTRATION: www.clinicaltrials.gov identifier is NCT06317636. What is this article about? Doctors use ketamine to treat depression and chronic pain. But research studies on ketamine face a problem. Ketamine has strong side effects like feeling detached or seeing things that aren’t there. These effects make it easy for patients to guess whether they got ketamine or not. When patients know what they received, their hopes can make results look better than they really are. We tested a new method to fix this. We used a sedative called propofol to put patients to sleep during treatment. This way, they could not tell if they got ketamine or a placebo.What were the results? In an early study, we tested this method with six people who had chronic pain and depression. Most of them could not correctly guess which treatment they received. Some people showed improvement in pain and depression. But neither group clearly did better than the other. Ketamine caused more side effects, but they were mostly mild. No one had serious problems from the propofol.What do the results of the study mean? These early results show that propofol sedation can make fair and blinded ketamine studies possible. We are now planning a larger study to find out if ketamine truly works better than a placebo for chronic pain and depression. This method could also help test other treatments—like psychedelics—where hiding which treatment patients receive has been a big challenge."
"['5-HT2A receptor', 'Posner molecules', 'clinical trials', 'nuclear spin', 'precision psychiatry', 'psychedelics', 'quantum biology', 'treatment response']",41988526,https://pubmed.ncbi.nlm.nih.gov/41988526/,10.3389/fphar.2026.1777613,2026-01-01,2026,"Classical serotonergic psychedelics (e.g., LSD, psilocybin, DMT) alter perception and neuroplasticity primarily via 5-HT2A receptor activation and downstream Ca2+-dependent signaling cascades. Here we propose a speculative yet falsifiable pharmacological hypothesis that these drug-induced biochemical cascades might interface with quantum-mechanical processes in the brain. We focus on nuclear spin dynamics in phosphate-containing biomolecules-calcium phosphate nanoclusters known as ""Posner molecules"" (Ca9(PO4)6) - as a candidate substrate for quantum coherence and entanglement in neural tissue. We distinguish the metaphorical ""classical"" analogies in psychedelic neuroscience from a literal quantum-level mechanism involving nuclear spin coherence and entanglement. The central hypothesis is that intense 5-HT2A-driven neural activity and Ca2+ flux during psychedelic exposure foster conditions under which 31P nuclear spins in phosphate groups may become entangled and shielded from decoherence within Posner molecules and subsequently influence neuronal signaling when these clusters dissolve and release bursts of Ca2+ in different neuronal compartments. Building on Fisher's Posner model of quantum cognition, we reframe Posner molecules as a potential quantum-coherence nexus in psychedelic action, de-emphasizing earlier microtubule-centric models and explore how such quantum effects, if they exist, might influence pharmacological outcomes. We outline translational implications of this hypothesis, including potential insights into inter-individual variability in treatment response and novel experimental paradigms for psychiatry. To ensure falsifiability, we propose concrete experimental directions in the short term (isotopically modified psychedelics and xenon environments), medium term (advanced quantum sensors such as nitrogen-vacancy magnetometry and ultrafast spectroscopy), and long term (entangled ligand studies or quantum neuroimaging modalities). While speculative, this interdisciplinary framework generates specific, disprovable predictions. Confirming or refuting the role of quantum-mechanical phenomena in psychedelic neuropharmacology would profoundly impact our understanding of mind-brain relationships and encourage high-reward innovation in psychiatric treatment and brain-targeted drug design.",Psychedelics and the quantum brain: a falsifiable hypothesis on Posner molecules and spin-dependent pharmacology.,"J. Geraci, E. Viirre, B. Qorri, L. Pani","Psychedelics and the quantum brain: a falsifiable hypothesis on Posner molecules and spin-dependent pharmacology.^
Classical serotonergic psychedelics (e.g., LSD, psilocybin, DMT) alter perception and neuroplasticity primarily via 5-HT2A receptor activation and downstream Ca2+-dependent signaling cascades. Here we propose a speculative yet falsifiable pharmacological hypothesis that these drug-induced biochemical cascades might interface with quantum-mechanical processes in the brain. We focus on nuclear spin dynamics in phosphate-containing biomolecules-calcium phosphate nanoclusters known as ""Posner molecules"" (Ca9(PO4)6) - as a candidate substrate for quantum coherence and entanglement in neural tissue. We distinguish the metaphorical ""classical"" analogies in psychedelic neuroscience from a literal quantum-level mechanism involving nuclear spin coherence and entanglement. The central hypothesis is that intense 5-HT2A-driven neural activity and Ca2+ flux during psychedelic exposure foster conditions under which 31P nuclear spins in phosphate groups may become entangled and shielded from decoherence within Posner molecules and subsequently influence neuronal signaling when these clusters dissolve and release bursts of Ca2+ in different neuronal compartments. Building on Fisher's Posner model of quantum cognition, we reframe Posner molecules as a potential quantum-coherence nexus in psychedelic action, de-emphasizing earlier microtubule-centric models and explore how such quantum effects, if they exist, might influence pharmacological outcomes. We outline translational implications of this hypothesis, including potential insights into inter-individual variability in treatment response and novel experimental paradigms for psychiatry. To ensure falsifiability, we propose concrete experimental directions in the short term (isotopically modified psychedelics and xenon environments), medium term (advanced quantum sensors such as nitrogen-vacancy magnetometry and ultrafast spectroscopy), and long term (entangled ligand studies or quantum neuroimaging modalities). While speculative, this interdisciplinary framework generates specific, disprovable predictions. Confirming or refuting the role of quantum-mechanical phenomena in psychedelic neuropharmacology would profoundly impact our understanding of mind-brain relationships and encourage high-reward innovation in psychiatric treatment and brain-targeted drug design."
"['LSD', 'mental health', 'psychedelic', 'psycholytic therapy']",41987579,https://pubmed.ncbi.nlm.nih.gov/41987579/,10.1002/brb3.71187,2026-04-01,2026,"PURPOSE: Psycholytic therapy, utilizing psychoactive compounds such as d-lysergic acid diethylamide (LSD) to enhance psychoanalytically oriented therapy, was once the most common form of psychedelic-assisted psychotherapy. Despite its historical prominence, little attention has been given to the reasons behind its decline, and there is a lack of standardized guidance for new clinical trials. This review addresses the diversity of psycholytic methods and their association with effectiveness and safety. METHOD: A realist review was conducted in which studies were identified via a comprehensive bibliography of publications on psycholytic therapy with entheogens from 1948 to 1995. Intervention variables were examined in relation to rates of adverse events and diagnosis-adjusted improvement, allowing for an analysis of risk factors and practices associated with positive outcomes. FINDINGS: Analysis of studies published from 1954 to 1965 revealed several features conducive to successful therapy: using a flexible, intuitive therapeutic approach; promptly correcting transference issues; maintaining therapist presence throughout; providing more than ten treatment sessions and extensive preparatory work; incorporating creative activities during integration; using maximal tolerated doses; and avoiding abrupt pharmacological termination. CONCLUSIONS: Psycholytic therapy has shown potential to significantly improve severe mental health conditions, especially when trust in the therapist is fostered. Developing a strong therapeutic relationship helps address trauma-based responses resistant to psychotherapy alone, while rapid resolution of internal conflicts may ease the subsequent integration process.",Psycholytic Therapy Using LSD: a Realist Review.,"H. Grime, E. Drini","Psycholytic Therapy Using LSD: a Realist Review.^
PURPOSE: Psycholytic therapy, utilizing psychoactive compounds such as d-lysergic acid diethylamide (LSD) to enhance psychoanalytically oriented therapy, was once the most common form of psychedelic-assisted psychotherapy. Despite its historical prominence, little attention has been given to the reasons behind its decline, and there is a lack of standardized guidance for new clinical trials. This review addresses the diversity of psycholytic methods and their association with effectiveness and safety. METHOD: A realist review was conducted in which studies were identified via a comprehensive bibliography of publications on psycholytic therapy with entheogens from 1948 to 1995. Intervention variables were examined in relation to rates of adverse events and diagnosis-adjusted improvement, allowing for an analysis of risk factors and practices associated with positive outcomes. FINDINGS: Analysis of studies published from 1954 to 1965 revealed several features conducive to successful therapy: using a flexible, intuitive therapeutic approach; promptly correcting transference issues; maintaining therapist presence throughout; providing more than ten treatment sessions and extensive preparatory work; incorporating creative activities during integration; using maximal tolerated doses; and avoiding abrupt pharmacological termination. CONCLUSIONS: Psycholytic therapy has shown potential to significantly improve severe mental health conditions, especially when trust in the therapist is fostered. Developing a strong therapeutic relationship helps address trauma-based responses resistant to psychotherapy alone, while rapid resolution of internal conflicts may ease the subsequent integration process."
[],41984443,https://pubmed.ncbi.nlm.nih.gov/41984443/,10.1001/jamapsychiatry.2026.0255,2026-04-15,2026,"IMPORTANCE: Psychedelic drugs possess acute psychoactive effects that can compromise blinding integrity in randomized clinical trials (RCTs). Functional unblinding, when participants or raters correctly identify treatment allocation based on subjective effects, may bias outcomes through expectancy effects, challenging the validity of efficacy estimates and regulatory acceptance. OBJECTIVE: To systematically quantify the prevalence of blinding integrity assessment and the extent of functional unblinding in psychedelic RCTs for psychiatric disorders. EVIDENCE REVIEW: A systematic review was conducted in accordance with PRISMA guidelines across OVID, MEDLINE, Embase, and APA PsycINFO (January 1, 2020, to December 11, 2025), supplemented by manual searches of 3 prior reviews for studies prior to January 2020. Eligible studies included all RCTs investigating psychedelics as psychiatric interventions. Data extracted included blinding integrity assessment methods and results for participants and raters. FINDINGS: Of 112 RCTs (11 psilocybin, 17 lysergic acid diethylamide [LSD], 78 ketamine, 11 3,4-methylenedioxymethamphetamine [MDMA], 2 ayahuasca, 2 N,N-dimethyltryptamine [DMT], and 1 noribogaine), only 29.5% (n = 33) evaluated blinding integrity, yet 57.1% (n = 64) cited blinding as a limitation. Functional unblinding was substantial: psilocybin, LSD, and ayahuasca studies frequently reported blinding failure values of more than 90% among participants and raters, inert placebo-controlled MDMA trials exceeded 85%, and ketamine trials rarely assessed blinding (17.9%) but showed improved preservation with midazolam vs saline controls. No control strategy consistently achieved ideal blinding. CONCLUSIONS AND RELEVANCE: This first evaluation of blinding integrity in psychedelic RCTs indicates functional unblinding is pervasive among participants and raters raising concerns about the validity of efficacy findings. Few trials assess blinding or expectancy, highlighting the need for standardized, validated measures and innovative designs to separate true pharmacological effects from expectancy-driven responses.",Blinding Integrity in Psychedelic Randomized Clinical Trials: A Systematic Review.,"DK. Orsini, S. Wong, S. Di Luch, B. Chan, S. Vasudeva, GFM. Lovell, GH. Le, BDM. Jones, N. Chisamore, A. Mollica, DE. Johnson, ES. Kaczmarek, A. Goel, MJ. Burke, R. Mansur, RS. McIntyre, MI. Husain, JD. Rosenblat","Blinding Integrity in Psychedelic Randomized Clinical Trials: A Systematic Review.^
IMPORTANCE: Psychedelic drugs possess acute psychoactive effects that can compromise blinding integrity in randomized clinical trials (RCTs). Functional unblinding, when participants or raters correctly identify treatment allocation based on subjective effects, may bias outcomes through expectancy effects, challenging the validity of efficacy estimates and regulatory acceptance. OBJECTIVE: To systematically quantify the prevalence of blinding integrity assessment and the extent of functional unblinding in psychedelic RCTs for psychiatric disorders. EVIDENCE REVIEW: A systematic review was conducted in accordance with PRISMA guidelines across OVID, MEDLINE, Embase, and APA PsycINFO (January 1, 2020, to December 11, 2025), supplemented by manual searches of 3 prior reviews for studies prior to January 2020. Eligible studies included all RCTs investigating psychedelics as psychiatric interventions. Data extracted included blinding integrity assessment methods and results for participants and raters. FINDINGS: Of 112 RCTs (11 psilocybin, 17 lysergic acid diethylamide [LSD], 78 ketamine, 11 3,4-methylenedioxymethamphetamine [MDMA], 2 ayahuasca, 2 N,N-dimethyltryptamine [DMT], and 1 noribogaine), only 29.5% (n = 33) evaluated blinding integrity, yet 57.1% (n = 64) cited blinding as a limitation. Functional unblinding was substantial: psilocybin, LSD, and ayahuasca studies frequently reported blinding failure values of more than 90% among participants and raters, inert placebo-controlled MDMA trials exceeded 85%, and ketamine trials rarely assessed blinding (17.9%) but showed improved preservation with midazolam vs saline controls. No control strategy consistently achieved ideal blinding. CONCLUSIONS AND RELEVANCE: This first evaluation of blinding integrity in psychedelic RCTs indicates functional unblinding is pervasive among participants and raters raising concerns about the validity of efficacy findings. Few trials assess blinding or expectancy, highlighting the need for standardized, validated measures and innovative designs to separate true pharmacological effects from expectancy-driven responses."
