study_id,pubmed_id
8495,37949235.0
7826,15910012.0
9523,37786893.0
6828,32804743.0
5680,
6439,
751,35504148.0
1653,34131812.0
8971,37819655.0
8119,36244360.0
3394,23061320.0
1692,34096403.0
639,28401522.0
3899,16192986.0
2053,35212235.0
1126,23968172.0
640,26442957.0
3215,
3970,
2789,36797233.0
6247,
6269,
1911,33385439.0
9226,37964603.0
4118,25980482.0
7271,
7608,35174754.0
6684,23200737.0
4510,26909323.0
5207,34246868.0
2996,25279818.0
6487,10627804.0
782,23861318.0
987,29452127.0
3692,37403379.0
2331,25679135.0
6221,
292,25820842.0
8292,36270812.0
7275,
4151,
4404,
6227,
6128,
8639,24327452.0
6085,
2788,35792293.0
1511,
5869,30439373.0
5926,24048847.0
2157,
6600,14722327.0
7997,11672947.0
6280,
2673,27180314.0
4626,
7509,32643995.0
1844,15193766.0
2926,
2439,37284524.0
4265,31543078.0
71,29977074.0
748,35022823.0
2709,29674223.0
5805,16140283.0
356,30604183.0
3346,28711472.0
173,
986,19004414.0
2243,
992,27470427.0
5415,34530843.0
1874,30020025.0
1950,
1076,17457578.0
4982,23062452.0
4507,28386699.0
1797,457881.0
4740,28678583.0
595,
8799,34255943.0
4934,21035788.0
8263,
9250,21969106.0
2469,
9419,
4134,32299306.0
675,
1034,36017784.0
7230,28947181.0
6645,
7813,35861202.0
4177,36411719.0
8600,19705674.0
1868,
941,
8710,35348806.0
5627,34975614.0
2454,20554400.0
6538,30732540.0
1875,25052792.0
4432,23392532.0
180,33860172.0
7712,19042106.0
3832,
4063,26880225.0
5782,21320226.0
7460,32108529.0
8760,32899469.0
3733,
4092,36189781.0
6404,
6713,
4661,38025484.0
8678,33949246.0
8034,15194202.0
3283,
4524,
4415,21742012.0
4781,32043165.0
1642,23776445.0
4632,
8901,
6337,
603,36574497.0
2940,
1099,21993879.0
5832,36515370.0
2358,
8905,9088882.0
7455,24904346.0
6541,34537829.0
3105,10102781.0
7442,35773270.0
8674,
1038,9167508.0
6777,
8036,22908109.0
5379,33833225.0
9140,37074860.0
8675,
8038,26806601.0
594,18030450.0
4102,
2755,24524290.0
829,37842360.0
1850,19304859.0
7083,30357434.0
2462,34052834.0
9608,33661659.0
8221,24770624.0
984,20735886.0
2097,32570275.0
9298,19361931.0
8035,22387807.0
4959,11166515.0
6454,27230395.0
1811,35179623.0
4860,
5380,30905276.0
3769,31152167.0
208,
4932,25761158.0
9411,16293272.0
8900,17299516.0
2465,20080926.0
6362,25539512.0
7125,
9045,
440,
8080,37817501.0
1888,15776985.0
8704,34176409.0
3691,37969069.0
9614,
8637,14519179.0
996,
4250,5853736.0
1435,33370585.0
8804,
2477,37568215.0
5646,15816011.0
4326,33887665.0
1890,
4761,35322297.0
8621,10788760.0
7468,
4065,22129843.0
4142,27084302.0
605,27653781.0
5246,37869513.0
52,16001106.0
420,36845985.0
6042,
8870,29912955.0
188,10518181.0
2459,30925850.0
5890,9222184.0
147,
6677,27206266.0
1028,29302713.0
7344,
5276,26874330.0
7474,21590281.0
974,21952668.0
8703,35225143.0
4426,35012793.0
6435,
3719,34319246.0
2244,
1483,
3253,22036036.0
6235,
379,38056906.0
3689,29947091.0
6070,
6100,
6331,31587414.0
485,25231491.0
4119,
9112,32627308.0
7644,33307427.0
5039,37576915.0
2925,
6294,
6266,
1684,
8247,19512973.0
5012,
9147,36669231.0
2566,37526094.0
3367,30577083.0
1369,33475213.0
6174,
5397,
3601,23183639.0
5398,24478731.0
1748,16574717.0
6302,22020346.0
9374,35525189.0
3916,
4530,22406913.0
4059,28095732.0
3918,
4046,25744618.0
5723,29388288.0
3288,
3476,17591658.0
3099,16123739.0
2214,12404544.0
1108,
8906,9088881.0
6209,
6755,15897673.0
4038,37334486.0
5132,34364200.0
7751,29206921.0
8578,14687957.0
7715,34812901.0
2102,28551715.0
5467,15841106.0
1107,
7816,23770644.0
1966,35111569.0
317,
7752,28525569.0
7839,10621770.0
4888,36815187.0
4251,11032974.0
4787,30873690.0
3442,
6200,
8680,30982127.0
9025,16618622.0
8105,
3491,18546441.0
9125,24441968.0
8010,19538903.0
4460,23785166.0
8981,19703509.0
9302,
8800,
8508,
3904,14405870.0
8797,34170315.0
4070,32934512.0
7269,
5297,27779447.0
6290,
1058,28397321.0
2180,23370794.0
8198,
9613,37235749.0
1394,
7914,37579527.0
129,
513,26880224.0
1440,37487293.0
6086,
9611,
9578,37435405.0
9308,19042593.0
8262,
1770,22113087.0
7131,36821406.0
5432,
3330,23265089.0
9353,
514,20627425.0
5357,
8434,
7140,
7490,35426754.0
2117,30406413.0
4876,36049604.0
1106,11473208.0
6683,28866299.0
6432,16175956.0
6488,12052669.0
4640,27435062.0
1395,
7037,26361209.0
853,
2150,27810345.0
3303,37915796.0
6719,18654086.0
8123,24595967.0
2511,
1100,21741814.0
4606,26940022.0
3406,35694791.0
1180,
8156,
6425,
2088,16149323.0
1054,22516739.0
5901,
7814,22607716.0
7488,35301934.0
7538,24606066.0
6263,
3506,
402,35506737.0
4583,12888778.0
6391,37336163.0
604,16149333.0
6607,
2483,
2800,20673888.0
1287,20395317.0
250,
2116,34411343.0
1006,12814501.0
7684,
2995,27870477.0
6566,32220028.0
647,16048831.0
7613,12208028.0
8236,32818917.0
9101,35365378.0
1362,35756295.0
3045,31938878.0
5896,21898599.0
3044,34025402.0
7036,37999867.0
4161,30100932.0
2572,37213965.0
7267,30474794.0
7169,17034441.0
4152,37947195.0
713,24694926.0
7681,
4054,
1791,16242244.0
5241,9272481.0
892,
40442205,40442205.0
2151,
5516,27979332.0
3767,
4641,16830130.0
1273,25242255.0
4940,
7998,
7178,19939585.0
6291,
1953,
1651,28591272.0
1171,37213356.0
1738,
3912,
3450,
5556,32353691.0
9163,
1887,
4584,9554431.0
1037,16798678.0
8297,
9347,
3126,
2045,19028835.0
1292,
6909,16418703.0
1506,16934861.0
2668,31964815.0
1251,34502248.0
1804,27090301.0
7343,11440614.0
4435,35635152.0
5679,33724118.0
3106,12097810.0
5454,16042644.0
1903,37271136.0
1031,
7678,
4431,22750208.0
7239,
9309,
6364,
8397,27719438.0
4090,37649653.0
284,16226850.0
5314,19916063.0
512,
4480,13423940.0
643,29028939.0
4889,
8435,37185130.0
4094,36314881.0
3193,
6092,
2136,27287824.0
3276,
1876,
1293,
3474,14722707.0
2758,24316346.0
3220,
4101,
7079,37155171.0
7904,26223493.0
1951,18827290.0
3539,33910218.0
9303,16483730.0
7136,36704738.0
7310,11295326.0
3186,22321198.0
5274,35166140.0
9055,
6217,
4294,37128856.0
130,
6196,
8110,
5493,28385704.0
1631,14678064.0
4963,
9090,35528868.0
7748,22030715.0
2859,
6556,12399142.0
5088,28540033.0
5360,18068314.0
3284,20123936.0
9506,33860173.0
4188,
5888,16165104.0
176,
3908,32001125.0
2832,15664720.0
9199,9088780.0
8031,33719688.0
8611,36763263.0
2159,34750350.0
7390,
7072,34159666.0
3513,25586402.0
7379,31065350.0
6262,
2339,15367816.0
7588,34781182.0
68,32967000.0
6557,19154656.0
1613,28517366.0
6214,
5355,
2914,21140259.0
5906,22389087.0
3475,18488201.0
39878200,39878200.0
8662,11904134.0
2624,
2629,34592704.0
7529,32657223.0
9351,
9400,18043529.0
9113,22389081.0
6942,28196428.0
5159,29338538.0
5826,31896116.0
1097,19893331.0
3662,19995475.0
7160,36108798.0
2048,19893337.0
1957,
7749,22875863.0
6558,10693157.0
4095,34983261.0
4848,12598822.0
6622,31349134.0
593,36065128.0
7141,9778665.0
7470,34246008.0
3242,37291890.0
9220,
488,37532129.0
5047,32312692.0
5599,36521662.0
894,
5563,15925034.0
281,
4452,18520604.0
1687,
422,34758431.0
1286,24345398.0
7578,
9053,18771605.0
7928,23331284.0
5231,37275981.0
7785,
6629,32050110.0
3722,33815077.0
8972,
6878,33591231.0
49,
4105,27371497.0
1914,34653398.0
2005,
272,33767791.0
3181,26184011.0
4126,5352616.0
2076,
3104,10327426.0
5794,
7366,
8029,
489,35500840.0
7744,
4475,35388724.0
5041,37482224.0
9148,35105186.0
8346,
1711,11271410.0
5423,17541696.0
4916,35278826.0
1990,37858906.0
6081,
4657,21054283.0
8030,36720405.0
2891,36272145.0
8586,
1782,16149324.0
3095,11983191.0
8751,35057708.0
7398,33418362.0
1632,36848948.0
8913,10192823.0
1867,
3493,27896660.0
4044,35513876.0
6632,
419,30255717.0
5370,29922156.0
4181,32511073.0
5358,
4291,
6540,34406452.0
3597,35225726.0
5835,36263479.0
6260,
8494,
5508,
83,
9297,19896773.0
8837,33044358.0
520,21152030.0
4682,7612873.0
8298,18176855.0
4457,21126732.0
3197,8788485.0
4419,33620733.0
5275,26047623.0
1474,
9525,
30,33243929.0
1187,35997954.0
2224,19562632.0
3399,24232751.0
5605,
8812,
515,
863,19371462.0
5705,25056852.0
7451,
612,21860342.0
6515,33772794.0
2099,28701958.0
8663,11115327.0
8664,12496954.0
2872,36087563.0
2801,
7524,27856684.0
7897,36933948.0
5465,19955499.0
6006,
7489,35829812.0
3152,
5707,35501309.0
5199,35339828.0
1676,
6230,
9507,
5164,31147085.0
9251,16574714.0
4569,33723220.0
7653,35253070.0
1316,23096769.0
6808,34983255.0
7395,33914164.0
7716,
6192,
6303,30052496.0
387,25281999.0
2208,
6429,36401646.0
1677,
7871,16801660.0
6246,
63,17934989.0
1344,34658876.0
8073,30967330.0
9115,37888490.0
6261,
517,30967099.0
4678,
933,27496657.0
5091,31132450.0
4550,30371847.0
4100,37124269.0
2827,16166188.0
9593,34526064.0
4108,29661378.0
5514,33965843.0
7035,36097251.0
6237,
6679,
166,
2505,33226992.0
4685,11557159.0
9452,31773211.0
9181,35203296.0
2512,
8281,37905369.0
4072,
5552,29564482.0
9345,12773025.0
6603,10622275.0
3787,20378736.0
5426,35046855.0
4091,
6248,
4049,15975736.0
8070,
4936,20519326.0
8069,
6978,28637246.0
3525,33362594.0
1385,24330505.0
6536,33031815.0
8334,
2783,30455187.0
8294,17019896.0
9487,22516044.0
2129,30917760.0
5681,
807,
1800,37031827.0
8686,
6952,
3012,36381758.0
5204,30685771.0
2787,30245459.0
5160,
9158,30205257.0
7300,33196839.0
9069,21831535.0
6210,
6985,35609684.0
6638,28810159.0
377,20477754.0
2301,33264267.0
1294,
101,
1211,31973684.0
4087,
6631,35601078.0
8907,9109107.0
1387,34979428.0
7279,
3205,12211882.0
6752,
9089,36218281.0
8343,20824211.0
2554,
4084,35905796.0
2784,
5320,35213554.0
3661,
7948,36513161.0
5740,36107702.0
132,
8037,26216565.0
2737,16891342.0
6179,
3340,
7472,31401601.0
5734,
8554,30174629.0
38702496,38702496.0
8026,37523886.0
872,
6017,
3534,16179502.0
9544,23006246.0
4724,20924751.0
7041,36873994.0
5736,37740024.0
7039,34440023.0
8945,18325673.0
5806,
8287,
1947,34566723.0
2486,26003336.0
39695323,39695323.0
6111,
4788,36515406.0
2667,28631526.0
4695,15922530.0
4915,37451434.0
4030,23848405.0
8271,26967321.0
381,803203.0
7113,29187151.0
1847,20817105.0
7278,
6599,11300507.0
1689,
9010,20865876.0
8722,26003508.0
4865,7741286.0
1596,
1683,17591660.0
7960,
1899,30290701.0
901,
8172,
3721,19231245.0
3768,31572246.0
6569,25451430.0
9057,
2040,9243683.0
5418,27939599.0
3101,9862081.0
5881,35221019.0
9444,25524139.0
7030,
4130,29964094.0
7735,24326395.0
4266,32811575.0
9078,
1363,37599279.0
7146,34867548.0
4380,28318897.0
8938,25609214.0
5846,
9545,24613031.0
2942,11304647.0
7274,
3609,
6703,32932162.0
7290,17523580.0
1142,34313217.0
8282,35959442.0
3273,35176492.0
2950,
4505,28625125.0
5135,24955551.0
7700,10867553.0
2854,
8549,32475989.0
946,
8915,10696831.0
1227,
4184,18855243.0
5063,
2131,38089057.0
9299,
3345,29366418.0
9256,37065886.0
3614,33120302.0
2100,25542574.0
1833,19398164.0
6293,
5394,34665021.0
3859,
1466,35484001.0
1798,32250059.0
8924,
5727,29216523.0
8316,
505,
403,32362241.0
6073,
3803,
7308,22514127.0
4205,36207167.0
7583,35045580.0
4774,32629675.0
8514,16456728.0
1872,
5205,
1873,
107,
2264,
3003,25651476.0
1459,28810160.0
2394,
8851,37398579.0
1322,15688092.0
8670,33853069.0
1084,30967101.0
2357,34666554.0
8876,
8826,
248,33043883.0
2485,26589393.0
1004,12810141.0
4553,36328419.0
7685,
4562,11750186.0
4559,
8717,33928421.0
1743,7913938.0
6063,
6879,
6052,
7873,32116806.0
7150,
96,19874650.0
6166,
7336,29482596.0
6866,16099938.0
4316,18254766.0
6639,
2478,
5323,
7754,35724682.0
7380,36947216.0
516,27403159.0
8004,33134270.0
6681,
6056,
7410,20011904.0
7411,
6657,8471695.0
5990,34348413.0
5461,7593721.0
900,37599880.0
3487,
7234,17390566.0
171,
3005,37516904.0
3035,
2724,19436994.0
7028,16536885.0
6803,
6430,28443703.0
7872,30816808.0
8780,
7299,
8829,28641132.0
8305,22269534.0
736,13332097.0
8737,
4522,31995812.0
2562,
928,
6628,27296977.0
126,
1628,15961251.0
4871,35964449.0
2066,
1320,17874073.0
7185,19928391.0
1003,19671249.0
6721,
9346,
6636,37605471.0
4417,
2657,
6868,
5741,11734153.0
6637,32813326.0
1150,32435447.0
7162,
6887,37582633.0
6532,
1634,20397876.0
4561,17523581.0
2718,16163516.0
3210,32415750.0
8787,22076245.0
6617,31909513.0
7315,
6226,
3955,
1616,
3433,17165370.0
6143,
2666,11697543.0
2585,20064697.0
3973,
6048,
1626,
7473,
5489,
3698,37102811.0
2775,
3512,29039233.0
8877,35910354.0
582,
4097,35090364.0
6762,
7709,
4764,33535907.0
3514,16048833.0
7799,21983032.0
3785,22574166.0
6763,
1928,
4564,
3690,37875227.0
1204,36301215.0
9557,
6083,
932,13680074.0
2192,
9343,12379052.0
7636,38065009.0
5035,
2736,7095.0
2917,32141682.0
7043,29563072.0
3006,35001856.0
7058,28132813.0
7394,
84,
8148,
7747,27253829.0
7888,
39669539,39669539.0
5823,
6735,19320366.0
1643,20385373.0
4933,
1802,30769072.0
2790,
6308,
5601,24511272.0
4110,29538516.0
2024,
2327,
3786,24103254.0
6333,
8873,30589533.0
3046,28556759.0
9401,17314013.0
6117,
8561,31600615.0
1431,37579883.0
646,16783813.0
6849,23846402.0
5183,24342420.0
2782,29844496.0
7044,
8327,33860177.0
3717,20735217.0
2582,29128711.0
6151,
9445,
2484,
2057,36154799.0
2319,36880895.0
8223,
2648,30005328.0
4851,28182965.0
9004,35979054.0
1993,
8563,26819778.0
1878,37449499.0
8462,25404087.0
1137,12820748.0
95,
6129,
7690,30303861.0
6118,
9162,
4608,8934299.0
2218,
8715,33979006.0
1260,
6455,27423358.0
7307,
7091,
492,
7320,32546441.0
3362,
6188,
3239,36640755.0
606,
1774,36454414.0
8506,
7038,36498963.0
9433,
3527,
2220,
6036,
4993,
1256,37815125.0
9510,32903724.0
5393,35753499.0
8690,16890410.0
6315,
6267,
1335,8889677.0
2175,22459201.0
1071,14714102.0
4589,37394242.0
2751,
1985,36683973.0
3616,13908448.0
3268,25285845.0
7004,35616606.0
3778,22404145.0
3500,8889680.0
3325,
3779,22034656.0
1641,
1752,22967837.0
6478,18794647.0
1592,16174670.0
868,18949459.0
6177,
9439,16581197.0
4812,33793637.0
6754,12680739.0
4186,32403118.0
1971,34876085.0
6020,
98,35422467.0
5913,
5619,
8953,30890035.0
8426,
5570,21140258.0
9135,19242864.0
5645,
6938,
8025,36386967.0
5352,17300894.0
3602,
5455,17172780.0
1350,
5203,
8279,12127388.0
496,
6826,30268528.0
1002,29947220.0
611,19168553.0
1200,10404423.0
4803,21439152.0
3781,23857311.0
7342,
2077,
7642,17532158.0
4052,5806791.0
6707,15007594.0
3613,31173412.0
642,32454209.0
2812,
905,
3098,
9403,24755722.0
4114,
7701,
5125,36434963.0
8952,34262496.0
6953,11991532.0
7536,36735751.0
2313,32387868.0
6572,10080649.0
2205,33343372.0
8014,21715530.0
2636,23272201.0
9252,35253518.0
8064,34269257.0
1201,8889686.0
8785,34010748.0
5634,7903993.0
3296,19897389.0
7741,25498417.0
7829,24903002.0
8293,16987612.0
8270,26395866.0
8478,32103256.0
4453,18089653.0
6611,
1895,
6939,16858076.0
4048,18942018.0
7235,
3351,16870374.0
5417,19013726.0
2234,
2233,28457485.0
8846,
9255,
4047,16154519.0
4414,17023037.0
8946,
9540,
7708,16238150.0
8188,31220748.0
6663,
3524,10517560.0
4741,34115036.0
4392,16419398.0
6969,
2534,8889675.0
6624,37986705.0
5505,32560932.0
5630,
2488,
4166,33896589.0
6238,
3080,21912336.0
8171,
7827,11559034.0
3672,34293927.0
3673,
6549,36581170.0
815,33522376.0
8853,26055423.0
3913,34182381.0
2201,
7219,
9150,34708255.0
1274,23044373.0
5053,29029537.0
39289250,39289250.0
5015,
4919,32724131.0
3584,22424824.0
257,
5481,37264950.0
9300,18770077.0
2885,
1043,36162672.0
478,35230652.0
7714,
39168500,39168500.0
4418,
74,28272497.0
9310,19404898.0
8601,30950777.0
39095420,39095420.0
4624,16368653.0
2472,16681172.0
8872,29198060.0
5674,28972278.0
1065,
2064,
4680,
5790,26447937.0
5927,34038314.0
3856,
9159,11906800.0
9301,
5262,36652915.0
7798,21980168.0
3031,34909015.0
7505,20066400.0
222,22303032.0
300,10506904.0
5238,29608409.0
2746,33054495.0
97,23398568.0
3408,12096147.0
5371,
5336,19878141.0
1567,27192438.0
2348,25085036.0
416,
3902,20636166.0
6270,
3470,
5925,37947758.0
7430,12523450.0
4716,18093751.0
9529,
6256,
3425,14615876.0
7478,32631129.0
7293,36325995.0
832,329291.0
6265,
6854,
8027,35000559.0
2172,37551650.0
6428,32677861.0
8714,23476039.0
9513,11311178.0
1136,
8269,25371386.0
8727,
5392,
1709,
6289,
5251,37540000.0
4906,37441143.0
5946,15155311.0
7261,18316016.0
3982,22176970.0
51,33031536.0
4849,
4700,16510488.0
7356,15723231.0
9350,
40,
2094,31974022.0
2725,22829431.0
1358,27239011.0
1282,19585107.0
4401,11906799.0
8099,10071719.0
2433,22389244.0
6908,12908943.0
4444,33485158.0
4560,
4466,16002351.0
6172,
2970,
5131,16966390.0
1199,7892432.0
3802,
6018,
5983,
9352,
9372,
5973,649815.0
6154,
7332,27216487.0
4354,25735993.0
6223,
4863,25808913.0
4335,26880794.0
89,33762196.0
8534,
7633,
6127,
8523,35963018.0
2277,35149418.0
9378,35248899.0
3868,
2362,37594163.0
8050,33818313.0
4925,9788528.0
7292,34360453.0
5033,
1863,34468293.0
2577,
4843,30182795.0
1467,20732770.0
1095,9869367.0
9279,36428011.0
1639,26998697.0
2158,33009457.0
615,34210406.0
8366,
6165,
8871,31708815.0
7858,
8886,19804461.0
7357,
1056,
2834,
6140,
8499,27059209.0
2078,9924845.0
306,34979875.0
3121,37590474.0
9306,
7469,33140440.0
7544,34093190.0
5961,
3374,
7175,
7450,23197747.0
7724,26595349.0
7806,34026123.0
2072,
1094,11232860.0
1114,12906896.0
5909,
1321,15305143.0
8551,34815421.0
204,37052904.0
1551,25208727.0
1509,35012425.0
2177,28425095.0
2696,27592327.0
5239,9325559.0
3989,
9348,
4328,37550848.0
487,12202268.0
1869,32345112.0
2329,24830183.0
9077,11063920.0
7913,20206139.0
5359,
3772,
2221,19440186.0
5718,
8724,35338292.0
6614,
7805,
5060,
6988,
3162,36187507.0
5519,24703083.0
3619,6059087.0
318,5846431.0
4616,
7795,
5279,17535617.0
1927,17369000.0
7339,29291506.0
7457,27125770.0
4835,
2193,17950805.0
672,
6486,11697571.0
6865,17332148.0
2181,36900084.0
5004,9657222.0
4455,
5045,28749602.0
5064,37979525.0
4365,10908909.0
5104,36682063.0
5908,
8028,35981469.0
3091,
8890,
1762,23706680.0
2664,32627708.0
6164,
9371,22884969.0
4467,
887,37456653.0
6102,
4478,
8940,
7729,
670,25992796.0
3067,
2518,28926735.0
5939,757972.0
3607,9188821.0
861,18397574.0
4402,
8875,28117133.0
3278,34871422.0
4067,
3589,29621538.0
4238,
8493,
4846,37404962.0
4845,34616272.0
3660,
6394,34930220.0
596,32693321.0
8329,
8433,33643087.0
41792101,41792101.0
3212,20880437.0
1967,16864225.0
41859850,41859850.0
41857871,41857871.0
41842876,41842876.0
41837368,41837368.0
41828429,41828429.0
41825921,41825921.0
41825162,41825162.0
41819589,41819589.0
41805956,41805956.0
41800655,41800655.0
41797724,41797724.0
41796365,41796365.0
41788629,41788629.0
41784123,41784123.0
41780747,41780747.0
41773283,41773283.0
41747432,41747432.0
41747431,41747431.0
41741501,41741501.0
41741401,41741401.0
41740751,41740751.0
41732712,41732712.0
41699449,41699449.0
41713673,41713673.0
41708888,41708888.0
41707717,41707717.0
41700878,41700878.0
41699875,41699875.0
41699126,41699126.0
41698392,41698392.0
41693474,41693474.0
41691906,41691906.0
41690631,41690631.0
41690063,41690063.0
41688423,41688423.0
41687815,41687815.0
41667049,41667049.0
41662127,41662127.0
41656677,41656677.0
41650725,41650725.0
41643299,41643299.0
41642754,41642754.0
41634136,41634136.0
41633448,41633448.0
41622351,41622351.0
41619760,41619760.0
41617652,41617652.0
41616859,41616859.0
41612591,41612591.0
41611012,41611012.0
41607072,41607072.0
41588876,41588876.0
41587629,41587629.0
41581835,41581835.0
41581545,41581545.0
41561376,41561376.0
41577654,41577654.0
41577046,41577046.0
41568512,41568512.0
41566347,41566347.0
41563753,41563753.0
41558304,41558304.0
41529826,41529826.0
41529732,41529732.0
41521955,41521955.0
41521819,41521819.0
41517502,41517502.0
41502021,41502021.0
41497513,41497513.0
41485073,41485073.0
41484687,41484687.0
41479142,41479142.0
41392767,41392767.0
41475562,41475562.0
41468673,41468673.0
41459830,41459830.0
41456567,41456567.0
41450831,41450831.0
41424164,41424164.0
41417647,41417647.0
41410211,41410211.0
41410115,41410115.0
41407123,41407123.0
41368982,41368982.0
41362594,41362594.0
41359009,41359009.0
41344230,41344230.0
41342247,41342247.0
41330512,41330512.0
41205366,41205366.0
41202873,41202873.0
41326978,41326978.0
41315485,41315485.0
41314362,41314362.0
41310599,41310599.0
41309552,41309552.0
41132547,41132547.0
41308888,41308888.0
41305961,41305961.0
41299383,41299383.0
41291774,41291774.0
41285295,41285295.0
41279438,41279438.0
41266565,41266565.0
41265657,41265657.0
41265303,41265303.0
41262415,41262415.0
41261994,41261994.0
41257994,41257994.0
41255293,41255293.0
40583492,40583492.0
41249146,41249146.0
41235115,41235115.0
41228035,41228035.0
41224612,41224612.0
41208129,41208129.0
41201277,41201277.0
41201073,41201073.0
41198731,41198731.0
41191045,41191045.0
41190692,41190692.0
41187880,41187880.0
41186141,41186141.0
41186022,41186022.0
41184102,41184102.0
41178084,41178084.0
40581772,40581772.0
41177271,41177271.0
41176897,41176897.0
41173871,41173871.0
41173838,41173838.0
41152967,41152967.0
41152407,41152407.0
41139739,41139739.0
41138900,41138900.0
41134316,41134316.0
41123905,41123905.0
41122434,41122434.0
41121510,41121510.0
41117310,41117310.0
41117281,41117281.0
41112936,41112936.0
41110634,41110634.0
41109422,41109422.0
41109417,41109417.0
41109203,41109203.0
41101490,41101490.0
41099491,41099491.0
41089629,41089629.0
41086424,41086424.0
41084764,41084764.0
41082834,41082834.0
41082525,41082525.0
41073402,41073402.0
41058595,41058595.0
41051544,41051544.0
41050149,41050149.0
41046929,41046929.0
41036801,41036801.0
41035622,41035622.0
41030930,41030930.0
41027319,41027319.0
41026463,41026463.0
38351594,38351594.0
41010814,41010814.0
41004170,41004170.0
40999531,40999531.0
40999236,40999236.0
40974259,40974259.0
40974230,40974230.0
40972137,40972137.0
40958371,40958371.0
40933784,40933784.0
40933206,40933206.0
40418105,40418105.0
40930887,40930887.0
40930174,40930174.0
40926574,40926574.0
40917239,40917239.0
40907711,40907711.0
40900112,40900112.0
40899152,40899152.0
40896210,40896210.0
40894333,40894333.0
40413068,40413068.0
40894046,40894046.0
40890317,40890317.0
40889616,40889616.0
40885524,40885524.0
40883964,40883964.0
40882971,40882971.0
40882850,40882850.0
40879542,40879542.0
40879152,40879152.0
40850924,40850924.0
40858059,40858059.0
40856202,40856202.0
40844815,40844815.0
40842948,40842948.0
40836566,40836566.0
40834621,40834621.0
40834563,40834563.0
40831094,40831094.0
40819190,40819190.0
40800803,40800803.0
40800760,40800760.0
40800376,40800376.0
40795937,40795937.0
40767785,40767785.0
40767760,40767760.0
40760833,40760833.0
40750953,40750953.0
40743946,40743946.0
40736734,40736734.0
40730892,40730892.0
40710191,40710191.0
40708053,40708053.0
40707608,40707608.0
40702912,40702912.0
40684956,40684956.0
40683535,40683535.0
40669303,40669303.0
40668936,40668936.0
40668854,40668854.0
40662502,40662502.0
40659913,40659913.0
38326432,38326432.0
40658345,40658345.0
40654586,40654586.0
40645527,40645527.0
40643107,40643107.0
40643096,40643096.0
40641116,40641116.0
40639043,40639043.0
40637548,40637548.0
40635579,40635579.0
40536012,40536012.0
40628582,40628582.0
40623541,40623541.0
40619168,40619168.0
40618640,40618640.0
40614615,40614615.0
40607793,40607793.0
40601310,40601310.0
40574079,40574079.0
40563744,40563744.0
40554997,40554997.0
40547590,40547590.0
40541833,40541833.0
40536009,40536009.0
40532423,40532423.0
40530406,40530406.0
40530339,40530339.0
38247730,38247730.0
40528856,40528856.0
40528492,40528492.0
40523785,40523785.0
40522607,40522607.0
40518804,40518804.0
40515538,40515538.0
40499827,40499827.0
40492610,40492610.0
40488717,40488717.0
40484114,40484114.0
40482648,40482648.0
40473634,40473634.0
40468911,40468911.0
40446631,40446631.0
40459963,40459963.0
40458078,40458078.0
40457978,40457978.0
40456393,40456393.0
40441625,40441625.0
40440859,40440859.0
40440674,40440674.0
40435790,40435790.0
40419149,40419149.0
40411824,40411824.0
40400347,40400347.0
40385821,40385821.0
40382852,40382852.0
40162511,40162511.0
40381857,40381857.0
40356576,40356576.0
40353492,40353492.0
40337755,40337755.0
40337754,40337754.0
40337752,40337752.0
40331914,40331914.0
40329640,40329640.0
40328099,40328099.0
40324271,40324271.0
40320348,40320348.0
40320049,40320049.0
40319543,40319543.0
40319349,40319349.0
40311954,40311954.0
40311814,40311814.0
40305021,40305021.0
40305000,40305000.0
40289153,40289153.0
40288458,40288458.0
40215385,40215385.0
40287566,40287566.0
40285334,40285334.0
40284409,40284409.0
40281226,40281226.0
40251723,40251723.0
40279353,40279353.0
40274117,40274117.0
40266291,40266291.0
40264850,40264850.0
40259688,40259688.0
40258990,40258990.0
40258978,40258978.0
40254751,40254751.0
40251818,40251818.0
40251353,40251353.0
40247293,40247293.0
40245969,40245969.0
40245934,40245934.0
40233965,40233965.0
40226655,40226655.0
40209095,40209095.0
40205013,40205013.0
40188855,40188855.0
40185412,40185412.0
40176400,40176400.0
40171515,40171515.0
40170626,40170626.0
40168023,40168023.0
40165350,40165350.0
40163076,40163076.0
40153893,40153893.0
40147181,40147181.0
40144690,40144690.0
40140019,40140019.0
40138527,40138527.0
40129307,40129307.0
40129096,40129096.0
40127876,40127876.0
40105807,40105807.0
40097854,40097854.0
40094838,40094838.0
40087993,40087993.0
40059071,40059071.0
40058488,40058488.0
40052590,40052590.0
40051762,40051762.0
40051760,40051760.0
40051689,40051689.0
40051684,40051684.0
40051584,40051584.0
40051582,40051582.0
40051483,40051483.0
40049091,40049091.0
40047545,40047545.0
40015180,40015180.0
40032553,40032553.0
40031999,40031999.0
40022427,40022427.0
40020133,40020133.0
40018886,40018886.0
40012166,40012166.0
40007438,40007438.0
40005395,40005395.0
39979849,39979849.0
39973494,39973494.0
39971922,39971922.0
39970619,39970619.0
39955416,39955416.0
39946130,39946130.0
39940002,39940002.0
39937729,39937729.0
39937287,39937287.0
39935253,39935253.0
39929500,39929500.0
39928849,39928849.0
39878430,39878430.0
39926700,39926700.0
39923404,39923404.0
39915701,39915701.0
39915491,39915491.0
39912430,39912430.0
